epoch,lr,train_loss,train_accuracy,train_macro_f1,val_loss,val_accuracy,val_macro_f1,val_weighted_f1
31,0.0005,0.03337664807730718,0.988962287816707,0.9872132254168545,0.22014144132627506,0.9427570093457944,0.9355099187125103,0.9427943592782909
32,0.0005,0.0342795974140044,0.9886278116899406,0.9865211961359497,0.21459132432937622,0.945677570093458,0.9393231696374681,0.945475215508823
33,0.0005,0.03149288690392215,0.990718287482231,0.989379676642475,0.20886042895161103,0.945677570093458,0.9393289883671758,0.9454680466454671
34,0.00025,0.03158363503540167,0.9903001923237729,0.9885047586178914,0.206710525065939,0.9439252336448598,0.9377779694847196,0.9438667899282149
35,0.00025,0.027447241386416583,0.991136382640689,0.9897171504830315,0.20494096788847557,0.9468457943925234,0.9410496036825582,0.9469344845498809
36,0.00025,0.02257817841767866,0.9931432394012877,0.9914197241038627,0.21919715181689395,0.9462616822429907,0.9406981936904268,0.9462681415478978
37,0.00025,0.02447373621995602,0.9915544777991471,0.9904825885880831,0.21162890371318174,0.9468457943925234,0.9407187488822707,0.9468778480721721
38,0.00025,0.023460247353275655,0.9928087632745213,0.9916852891364294,0.21220275787549597,0.9462616822429907,0.9417787661991364,0.9459393927572471
39,0.00025,0.02264782029551944,0.9929760013379045,0.9917556740929377,0.2056398930672173,0.9491822429906542,0.9440935115897957,0.949172960932031
40,0.00025,0.019965779185182962,0.9938121916548206,0.9929765083992261,0.21349627294830073,0.9462616822429907,0.9408543377119317,0.946012959569404
41,0.00025,0.020912650997057906,0.9938958106865122,0.9930536535796561,0.2166997379510202,0.9445093457943925,0.9383759894074546,0.9445348928291009
42,0.00025,0.02209015010909593,0.9928923823062129,0.9916902932334477,0.22006122517251522,0.9450934579439252,0.9395746081495338,0.9448582280771067
43,0.000125,0.019840634809792146,0.9943139058449704,0.9934620547317228,0.2188821329134647,0.9468457943925234,0.9429481021030837,0.9467060117060359
44,0.000125,0.021541346136789895,0.9930596203695962,0.9919563040439062,0.21704084920548947,0.9450934579439252,0.9400574922989766,0.9452177906708901
45,0.000125,0.019762406513255015,0.9942302868132787,0.9932774240174223,0.21297429919799912,0.9480140186915887,0.9433396822072404,0.9479102843702831
46,0.000125,0.016735179528584047,0.995484572288653,0.995103472320586,0.21512199130570778,0.9503504672897196,0.944314510983487,0.9504187801189017
47,0.000125,0.015362842295124385,0.9958190484154194,0.9949260458492737,0.2178756310560993,0.945677570093458,0.9408709854282993,0.9454557350730532
48,0.000125,0.01716496026660063,0.9950664771301948,0.9943662176864576,0.22576730315373322,0.9439252336448598,0.9393442496267514,0.9436737179583716
49,0.000125,0.015927503565320883,0.995484572288653,0.9949380590471986,0.21954831299937774,0.9439252336448598,0.9379077930959614,0.9439481382812197
50,6.25e-05,0.017177701043436206,0.9947320010034284,0.9939559718088207,0.2184652052471571,0.947429906542056,0.9425659463185199,0.9472589111779581
