epoch,lr,train_loss,train_accuracy,train_macro_f1,val_loss,val_accuracy,val_macro_f1,val_weighted_f1
20,0.0005,0.263887121542031,0.9117819215653483,0.8985954801015803,0.1524706581764132,0.9415887850467289,0.9338699240248403,0.9405505840243358
21,0.0005,0.22701473201544292,0.9227360147169495,0.912053803124915,0.13055298122290138,0.9544392523364486,0.9506686067003218,0.9544952774467081
22,0.0005,0.21544663313514903,0.9271678233966051,0.91672589823819,0.12196515110608573,0.9602803738317757,0.9568786100442425,0.9600532229816257
23,0.0005,0.21149630143955625,0.9292582991888954,0.9197819130822522,0.120522751707897,0.9561915887850467,0.9522575530129526,0.9558662404771273
24,0.0005,0.21523513153814652,0.9262480140479973,0.916726710463264,0.1269159535659808,0.9521028037383178,0.9468474126901627,0.951923543213139
25,0.0005,0.20045618292930803,0.929341918220587,0.9208436361065488,0.13278678024762144,0.9550233644859814,0.9502257999635546,0.9548007509986833
26,0.00025,0.19785385755743407,0.9320177272347187,0.9239002323728525,0.11895797520040352,0.9585280373831776,0.9549542001209419,0.958076910868124
27,0.00025,0.18562296049103846,0.9365331549460657,0.9288870934679185,0.11610996681396092,0.9602803738317757,0.9557226208090182,0.9599607528477041
28,0.00025,0.18772136108132548,0.9362822978509909,0.9282664391693454,0.1128979160963932,0.9585280373831776,0.954401056988637,0.958097467383495
29,0.00025,0.17644356819651122,0.9379546784848232,0.9306331277277423,0.11300634272466197,0.9626168224299065,0.9593523806034664,0.9622934931673058
30,0.00025,0.1788194652723722,0.9398779162137303,0.9326566704482484,0.1132628026409684,0.9591121495327103,0.9560192336494664,0.9588411036400164
31,0.00025,0.16959361103513246,0.9431390584497031,0.9372022039161655,0.13787941265607548,0.9439252336448598,0.9411842162043167,0.9419994750591837
32,0.00025,0.17767304917080207,0.9387072497700477,0.9314517959715307,0.11497893400281389,0.9585280373831776,0.9549947799119072,0.9584552114333597
33,0.00025,0.1695449806220885,0.9417175349109458,0.9349169983433103,0.10761567797059211,0.9649532710280374,0.9633590162726342,0.9646510611656236
34,0.00025,0.16794766154623378,0.9436407726398528,0.9374242725052968,0.11518490384115238,0.9591121495327103,0.9560859846731656,0.9591407590461402
35,0.00025,0.16816407397298452,0.9426373442595535,0.9360620251550165,0.12148831910062059,0.9532710280373832,0.948544734451745,0.9527643789130277
36,0.00025,0.16882107365050636,0.9398779162137303,0.9330683161834454,0.1117731105779933,0.9567757009345794,0.9529906301094287,0.9564767101031546
37,0.000125,0.16780870629050718,0.9417175349109458,0.9360359845893571,0.11176881611904252,0.9620327102803738,0.9586266668687295,0.9618389707558798
38,0.000125,0.16243222634577414,0.9432226774813948,0.9372347507529029,0.10367567906869907,0.9626168224299065,0.9598171696780118,0.962394641577524
39,0.000125,0.14895647404978174,0.9507483903336399,0.94536564694595,0.10637545181769077,0.9649532710280374,0.9617765658652466,0.9648070445756963
40,0.000125,0.15974171909363696,0.9456476294004516,0.9396573526391687,0.10425662959568968,0.9632009345794392,0.9594068410390951,0.9628347528215427
41,6.25e-05,0.1541185521448483,0.9466510577807509,0.9410539541394601,0.1060101992894556,0.959696261682243,0.9563821067164827,0.9591701243432316
