epoch,lr,train_loss,train_accuracy,train_macro_f1,val_loss,val_accuracy,val_macro_f1,val_weighted_f1
1,0.001,0.9952020902170745,0.6423614014549711,0.5126814856451019,0.6571331330548937,0.7342289719626168,0.6501958610083793,0.717780144296576
2,0.001,0.6005376545529031,0.7690442344677648,0.7058766488408232,0.43636258545322953,0.8189252336448598,0.7498558160910244,0.8054285418336872
3,0.001,0.5295637334376955,0.7992307049084372,0.7512390964351848,0.3897267922619793,0.8335280373831776,0.7816918089855802,0.8266413206335749
4,0.001,0.4708298162823288,0.8252362237645288,0.7854286825646432,0.35872787766367475,0.8510514018691588,0.8082201410020151,0.8477208106883672
5,0.001,0.4340344772947723,0.8400367923739444,0.8045552601078004,0.3520693263717901,0.8639018691588785,0.8191702425358641,0.8530940982558722
6,0.001,0.4010539978894614,0.8566769796805753,0.8265809228331893,0.2870344410989886,0.8907710280373832,0.8640289978706841,0.8856541013712863
7,0.001,0.37753144120659676,0.861694121582072,0.8337936000529169,0.23733539336195617,0.9188084112149533,0.9042036730255433,0.9190958369708362
8,0.001,0.3511004893264799,0.875324023747805,0.8502491573804232,0.2748272282497905,0.9018691588785047,0.8812658763545075,0.9033661959928598
9,0.001,0.3447778565681881,0.8779998327619366,0.8539678045247263,0.2227675261620049,0.919392523364486,0.9038388326615796,0.919033814589852
10,0.001,0.31805717999176175,0.8884522117233883,0.8676706629018718,0.3007910492542748,0.9007009345794392,0.892242210735195,0.8986681139449366
11,0.0005,0.30466687951172483,0.8915461158959779,0.8708220979590708,0.21467735820284514,0.9188084112149533,0.90280764328121,0.9173319477499327
12,0.0005,0.27358521896019083,0.9007442093820553,0.8818966223352217,0.18253154781098677,0.9410046728971962,0.9331639016316372,0.9410598454493793
13,0.0005,0.25416190978954223,0.9098586838364412,0.8942282768869521,0.16526198540335504,0.9398364485981309,0.933818690962065,0.9395777557588179
14,0.0005,0.24673574563800835,0.9135379212308722,0.8976914685672047,0.17944273498849334,0.9316588785046729,0.9230860123257745,0.9324464582257759
15,0.0005,0.23684937625597607,0.9153775399280877,0.901028258721239,0.17218088226340642,0.9392523364485982,0.9315927345531951,0.9381896740912573
16,0.0005,0.23600157683923778,0.9167154444351534,0.9018173646101484,0.14461848898747257,0.9468457943925234,0.9408203376796211,0.9472955701695074
17,0.0005,0.23253466345034013,0.9170499205619199,0.9027136079943223,0.1612680648392606,0.9491822429906542,0.9456088937904844,0.9482740088480223
18,0.0005,0.22186962880137492,0.9210636340831173,0.9078308822051809,0.14245978972622167,0.9491822429906542,0.9441755626637556,0.948913715768147
19,0.0005,0.22508794281113675,0.9212308721465006,0.9082259732451883,0.14210572588109524,0.9485981308411215,0.9431739676359404,0.9483265414934813
20,0.0005,0.21828924918047152,0.9254954427627728,0.9133668045340861,0.15064308583457894,0.9433411214953271,0.9353772003272482,0.942501449163768
21,0.0005,0.21772799278675728,0.9229032527803328,0.9100992602167308,0.1447384882474614,0.9538551401869159,0.9497260083475134,0.9539155296599693
22,0.0005,0.2092696316406294,0.9272514424282967,0.9153201447584819,0.1401067745880546,0.9521028037383178,0.9461744814807522,0.9519236286709938
23,0.0005,0.2097206698386842,0.9251609666360063,0.9131992180066243,0.13628630172983508,0.9538551401869159,0.9490942625172788,0.9530901266713344
24,0.0005,0.2028648443087077,0.9280040137135211,0.9167483343131936,0.12551660661663966,0.955607476635514,0.9504280227431348,0.95552919064353
25,0.0005,0.19064940794217108,0.9327702985199431,0.922217531209721,0.13555147359582864,0.9526869158878505,0.9478603711705655,0.9522948856944302
26,0.0005,0.19255094649087168,0.9341918220587005,0.9243457945978133,0.12846774614859965,0.9550233644859814,0.9501330540581708,0.9547716725306146
27,0.0005,0.19149255318948283,0.9321013462664103,0.9219473500104591,0.12701688908806472,0.9561915887850467,0.9522414246878935,0.9556837522146648
28,0.0005,0.18781055417215559,0.9354461075340748,0.9251188195479754,0.1285614963168296,0.9532710280373832,0.9474646235800925,0.9527895477551589
29,0.0005,0.18547644115220005,0.9361150597876077,0.9266735821929293,0.13396459316538872,0.9521028037383178,0.9468938819966226,0.9516406188918187
30,0.0005,0.18828071762371326,0.9343590601220838,0.9243832823178376,0.11514506711859569,0.9608644859813084,0.957037800281368,0.9606823593104211
31,0.0005,0.1757432845613412,0.9379546784848232,0.9290245592494144,0.13391383779104624,0.951518691588785,0.9472025873882421,0.9512748550187493
32,0.0005,0.19320092288130392,0.9329375365833263,0.9224722862576321,0.11914357675291667,0.9579439252336449,0.9526856708767297,0.957877611058159
