epoch,lr,train_loss,train_accuracy,train_macro_f1,val_loss,val_accuracy,val_macro_f1,val_weighted_f1
33,0.0005,0.1714943795932113,0.9420520110377122,0.932889451805679,0.1259543257896031,0.9497663551401869,0.9436798349003902,0.9496298261316953
34,0.00025,0.17378840714541055,0.9388744878334309,0.9294335042505477,0.11914939739715273,0.9579439252336449,0.953787011066245,0.9576139455699848
35,0.00025,0.16316954224357258,0.9445605819884606,0.9362971086077692,0.1110398054958504,0.9620327102803738,0.9577813093709155,0.9617914431113262
36,0.00025,0.155903606231281,0.9451459152103019,0.9364758844131166,0.12274518455857429,0.9579439252336449,0.9535680994986848,0.9573685260288497
37,0.00025,0.15414131959651522,0.9469855339075174,0.9396114969674274,0.105888852797379,0.9620327102803738,0.9580862547442455,0.9620583142972479
38,0.00025,0.1509560161992971,0.9476544861610503,0.939403508683005,0.1040768409583056,0.9591121495327103,0.9545279555998799,0.9590238860788808
39,0.00025,0.15026827803539963,0.9494104858265742,0.9418072669003161,0.11606817330433944,0.9608644859813084,0.9562873952870994,0.9608368811633368
40,0.00025,0.14877288790986792,0.9503302951751819,0.9433726465463245,0.10758088285399374,0.959696261682243,0.9564021531208091,0.9594402704166219
41,0.00025,0.1473075819572225,0.9484070574462747,0.9412256672044389,0.10371959780421212,0.9690420560747663,0.9668960309893648,0.9689046680308978
42,0.00025,0.14248910839927567,0.951166485492098,0.9439354404216392,0.11288360025838157,0.9585280373831776,0.9536349672783114,0.9583514093153416
43,0.00025,0.1409079390970079,0.9505811522702567,0.9436460132920743,0.10845803747945856,0.9643691588785047,0.9604029066637375,0.9642899300173429
44,0.00025,0.14387184548015647,0.9504139142068735,0.9438033308491018,0.10742693749543662,0.9626168224299065,0.9583989923625793,0.9625275897382186
45,0.000125,0.13648513851568783,0.9540931516013045,0.9474989623334027,0.11738533972301216,0.9579439252336449,0.9546097238608839,0.9577254321514838
46,0.000125,0.13272433977370698,0.9542603896646877,0.9475690495405615,0.10176431297141815,0.9637850467289719,0.9613980392523994,0.9635171577734878
47,0.000125,0.13025914357626395,0.9546784848231458,0.9482661032471322,0.10724230883555992,0.9614485981308412,0.9588879514295263,0.9611361211660887
48,0.000125,0.13213510914935506,0.9534241993477716,0.9470485570329898,0.09788268630471185,0.9672897196261683,0.9647699621524273,0.9671253843086954
49,6.25e-05,0.12941644952736608,0.9555982941717535,0.9496823499217123,0.10508349405549397,0.9643691588785047,0.960983495089218,0.9640354599016618
